SN,smiles,bandgap_chain
2040,[*]CCOC(=O)c1cccc(C(=O)O[*])c1,4.5156
2041,[*]NC(=O)C(C=C1)=CC=C1O[*],4.5161
2042,[*]c1nc(C)nc(N([*])c2ccccc2)n1,4.5166
2043,[*]CCN([*])C(=O)c1c(F)cccc1F,4.517
2044,[*]Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCCCC([*])=O,4.5185
2045,C(F)(F)C(F)(F)C(C=C1)=CC=C1O,4.521
2046,[*]OP(=O)(Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccc([*])cc2)cc1,4.5217
2047,[*]CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O[*])cc2)cc1,4.5228
2048,[*]CC([*])c1cc(Br)ccc1OCCCC,4.5234
2049,[*]C=Nc1cc(NC(=O)NCCNCCNO[*])ccc1C,4.5234
2050,[*]Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC([*])=O)cc1,4.525
2051,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC([*])=O)cc2)cc1,4.5269
2052,[*]Oc1ccc(C(c2ccc(OC([*])=S)cc2)C(C)C)cc1,4.5279
2053,[*]Cc1cc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O[*])cc3)cc2)cc(C(C)(C)C)c1,4.529
2054,[*]C(=O)NCCCCCCNC(=O)c1ccc([*])o1,4.5303
2055,[*]CC(C=C1)=CC=C1OC(S2)=CC=C2[*],4.5312
2056,[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(C)c3)CCCCC2)cc1C,4.5315
2057,[*]Oc1ccc(C(C)c2ccc(OC([*])=O)cc2)cc1,4.5318
2058,[*]C(=O)c1ccc(C(=O)N2CC(C)N([*])CC2C)cc1,4.5321
2059,[*]Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)Nc3cc(NC([*])=O)ccc3C)cc2)cc1,4.5321
2060,[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,4.5325
2061,[*]CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC([*])CC4)cc3)cc2)CC1,4.5335
2062,[*]Nc1ccc(NC(=O)CCCCCCC([*])=O)cc1,4.5337
2063,[*]NNC(=O)C(=O)NNC(=O)CCCCCCCC([*])=O,4.5339
2064,[*]OP(=O)(Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1)c1ccccc1,4.5348
2065,[*]CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])c(C)c2)cc1C,4.537
2066,[*]CCN([*])C(=O)c1cc(F)ccc1F,4.5391
2067,[*]CC([*])OC(=O)c1cccnc1,4.5419
2068,[*]Oc1ccc(C([*])=O)cc1CCC,4.5421
2069,[*]OC(=O)c1ccc(CCCCCc2ccc(C([*])=O)cc2)cc1,4.5439
2070,[*]OC(c1ccc(OC)cc1)C(C)(C)C([*])=O,4.5448
2071,[*]NOC(C=C1)=CC=C1O[*],4.5451
2072,[*]C(=O)NCCCCCCNC(=O)c1ccc([*])nc1,4.5453
2073,[*]Oc1ccc(S(=O)(=O)NCCNS(=O)(=O)c2ccc([*])cc2)cc1,4.5454
2074,[*]CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O[*])cc2)cc1,4.5468
2075,[*]Oc1cc(C)c([*])c(C)c1Br,4.5478
2076,[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,4.5479
2077,O([*])C(=O)Oc1c(OC)cc(cc1)C(C)c1ccc(cc1)([*]),4.5489
2078,[*]CC(C)(C)COC(=O)Cc1ccc(C(=O)O[*])cc1,4.5496
2079,[*]c1ccc(Cc2ccc(S([*])(=O)=O)cc2)cc1,4.551
2080,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,4.5512
2081,[*]CC(CSC)O[*],4.5513
2082,[*]CC(S[*])C(C)(C)C,4.5517
2083,[*]C/C=C\CC[*],4.5524
2084,[*]Oc1cc(CC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,4.5555
2085,[*]CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O[*])cc2)cc1,4.5556
2086,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,4.5567
2087,[*]CC([*])C(=O)Oc1ccc(C#N)cc1,4.5584
2088,[*]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N([*])C(=O)C6C5C4=O)cc3)cc2)cc1,4.5586
2089,[*]CC(CO[*])(CSCCCC)CSCCCC,4.5588
2090,[*]c1cc(OC)c([*])cc1OC,4.5598
2091,[*]Nc1ccc(NC(=O)CCCCC([*])=O)cc1,4.5626
2092,[*]CC([*])c1cccc2c1OCO2,4.5638
2093,[*]Oc1cccc(NC(=O)NCCCCCCNC([*])=O)c1,4.5645
2094,[*]CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N[*],4.5656
2095,[*]CCCCCCSSCCCCSS[*],4.5658
2096,[*]NC(=O)NC(C=C1)=CC=C1[*],4.5662
2097,[*]C=CC1CC([*])C2C(=O)N(c3cccc(C)c3)C(=O)C12,4.5667
2098,[*]CC([*])(F)C(C)=O,4.5671
2099,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)c3ccccc3Cc3ccccc32)cc1,4.5693
2100,[*]CCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O[*],4.5701
2101,[*]CC([*])OC(=O)c1ccc(OC(C)=O)cc1,4.5702
2102,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC([*])=O)cc2)C(=O)OCCOCCOCC)cc1,4.5719
2103,[*]CC(=O)OC(=O)c1ccc(O[*])cc1Br,4.5726
2104,[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],4.5746
2105,N([*])C(=O)c1ccc(cc1)C(=O)NCC(C)(C)CC(C)CCC([*]),4.5756
2106,[*]Oc1ccc(OC(=O)CCC([*])=O)cc1,4.5760000000000005
2107,[*]c1ccc([*])c(N(C)C)c1,4.5763
2108,[*]C=CCCC[*],4.5769
2109,[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,4.5773
2110,[*]OC(=O)c1ccc(C([*])=O)cc1,4.5781
2111,[*]CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O[*])cc2)cc1,4.5782
2112,[*]CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O[*])cc1,4.5788
2113,[*]CC(COc1cccc(C)c1)O[*],4.5798
2114,C(F)(F)CC(F)(F)C(C=C1)=CC=C1,4.5802
2115,[*]Nc1ccc([*])cc1Cl,4.5808
2116,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)CC3CCC2C3)cc1,4.5809
2117,[*]CCCCCCNC(=O)CCP(=S)(CCC(=O)N[*])c1ccccc1,4.5816
2118,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],4.5832
2119,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC(C)C)cc1,4.5847
2120,[*]OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc([*])cc2)cc1,4.5854
2121,[*]Nc1ccc(NC(=O)CCCCCC([*])=O)cc1,4.5879
2122,[*]OC(=O)c1cccc(C(=O)OC2CC3CC([*])CC(C2)O3)c1,4.5898
2123,[*]Nc1ccc([*])c(Cl)c1Cl,4.5901
2124,O([*])CC(O)COc1ccc(cc1)CC(C)(C)c1ccc(cc1)([*]),4.5905
2125,[*]OC1(C)CC(C)(C)C(C)(N2CCCC([*])C2)C1C,4.5909
2126,[*]CC(S1)=CC=C1CO[*],4.5918
2127,[*]C(=O)C1CC(OC(=O)CCC)CN1[*],4.5924
2128,[*]Oc1ccc(Oc2ccc(P(C)(=O)c3ccc([*])cc3)cc2)cc1,4.5956
2129,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,4.5957
2130,[*]Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1C,4.5964
2131,[*]Oc1ccc(C([*])=O)cc1Cl,4.5967
2132,[*]C(=O)c1cccc(C(=O)N(C)c2cccc(N([*])C)c2)c1,4.5971
2133,[*]c1nc(Oc2ccccc2)nc(N([*])c2ccccc2)n1,4.5972
2134,[*]Oc1cccc(C([*])=O)c1,4.5975
2135,[*]CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O[*])cc2)cc1,4.5976
2136,[*]Cc1ccc(COC(=O)C(=O)O[*])cc1,4.5995
2137,[*]CCOC(=O)c1ccc(O[*])cc1Cl,4.6001
2138,[*]NC(CC(=O)OCc1ccc(Cl)cc1)C([*])=O,4.6003
2139,[*]CC(CC)S[*],4.6013
2140,[*]Oc1ccc(C([*])=O)cc1CCCCCCCCCC,4.6014
2141,[*]CC([*])C(=O)OCCCSCC,4.6018
2142,[*]NNC(=O)C(=O)NNC(=O)CCCCC([*])=O,4.6019
2143,[*]COCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,4.6031
2144,[*]CC([*])(C)C(=O)OCCOC(=O)CCn1ccnc1,4.6062
2145,[*]CCOCCOCCOC(=O)c1ccccc1C(=O)O[*],4.6067
2146,[*]CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc([*])nc4c3)ccc2o1,4.6077
2147,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,4.6079
2148,[*]CC(O)COc1ccc(C(C)(c2ccccc2)c2ccc(O[*])cc2)cc1,4.6083
2149,[*]CC([*])c1cccc(NC(C)=O)c1,4.6098
2150,[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,4.6127
2151,[*]Cc1ccc(CN2CCN([*])C(C)C2)cc1,4.6134
2152,[*]Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1,4.6137
2153,[*]Oc1cccc(OC(=O)Oc2ccc(C(C)(C)c3ccc(OC([*])=O)cc3)cc2)c1,4.6142
2154,[*]CC([*])(C)c1ncncn1,4.6164
2155,[*]CC(=O)NCCCCCCNC(=O)Cc1ccc([*])s1,4.618
2156,[*]c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,4.6192
2157,[*]Nc1c(Cl)cc([*])cc1Cl,4.6194
2158,[*]Oc1ccc(C(CCC)c2ccc(OC([*])=O)cc2)cc1,4.6197
2159,[*]CCCCCCNC(=O)C=CCCC=CC(=O)N[*],4.6202
2160,[*]Cc1cc(C)c(CNC(=O)CCCCCCC(=O)N[*])cc1C,4.6206
2161,[*]Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S[*])cc2)cc1,4.6228
2162,[*]c1ccc(C(C#N)(C#N)C([*])(C#N)C#N)cc1,4.6242
2163,[*]CC(COc1c(Cl)cc(Cl)cc1Cl)O[*],4.6256
2164,[*]OC(=O)c1cccc(C([*])=O)c1,4.6257
2165,[*]CCc1cc(Cl)c([*])c(Cl)c1,4.626
2166,[*]CC([*])c1c(F)c(F)c(OC)c(F)c1F,4.6268
2167,[*]Cc1cc(C23CC4CC(CC(C4)C2)C3)cc(CN([*])C)c1O,4.6273
2168,[*]NOC(=S)O[*],4.6294
2169,[*]C(=O)NCCCCCCCCNC(=O)c1cncc([*])c1,4.6301
2170,[*]Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1Cl,4.6321
2171,[*]Nc1ccc(NC(=O)CCCCCCCCC([*])=O)cc1,4.6336
2172,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC([*])=O)c(Br)c3)CC3CCC2C3)cc1Br,4.6357
2173,[*]OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC([*])=O)cc1,4.6358
2174,C(F)(F)C(F)(F)C(=O)C(C=C1)=CC=C1,4.6366
2175,[*]CCCCC(=O)OCCCCCCOC(=O)c1ccc(O[*])cc1,4.6377
2176,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(C)C)cc1,4.6385
2177,[*]C(=O)c1ccc(N([*])C)cc1,4.6391
2178,[*]CCCCCCCCCCOC(=O)c1ccc(NC(=O)O[*])cc1,4.6391
2179,[*]OC1C(C)(C)C(OC(=O)c2ccc(C([*])=O)cc2)C1(C)C,4.6397
2180,[*]Oc1ccccc1CNC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,4.6402
2181,[*]CNCC(S1)=CC=C1[*],4.6406
2182,[*]CCCSC(=O)CCCCCCC(=O)S[*],4.641
2183,[*]Cc1ccc(CNC(=O)c2cccc(C(=O)N[*])c2)cc1,4.6431
2184,[*]CC([*])c1ccc(C(=O)OCC(C)C)cc1,4.6433
2185,[*]CC([*])c1cccc(O)c1,4.6435
2186,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCCOC([*])=O)cc2)cc1,4.6438
2187,[*]N=P([*])(Oc1cccc(C)c1)Oc1cccc(C)c1,4.6442
2188,[*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC([*])=O)c(Cl)c2)cc1Cl,4.6457
2189,C(F)(F)C(F)(F)NC(S1)=CC=C1,4.6459
2190,[*]Cc1ccc(C[*])c(C#N)c1,4.6467
2191,[*]Oc1ccc(C(C)(CC(C)C)c2ccc(OC([*])=O)cc2)cc1,4.647
2192,[*]C(=O)c1cccc(C(=O)N2CCN([*])CC2)c1,4.6488
2193,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,4.6498
2194,[*]CCSSCCSSCCOCO[*],4.6502
2195,[*]CCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(O[*])cc2)cc1,4.6518
2196,[*]CC1CC(COC(=O)c2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,4.652
2197,[*]Oc1c(CCCCC)cc([*])cc1-c1ccccc1,4.6522
2198,[*]Oc1c(C(C)C)cc(C([*])=O)cc1C(C)C,4.6528
2199,[*]Oc1ccc(C(C)(CC)c2ccc(OC([*])=O)c(Cl)c2)cc1Cl,4.6543
2200,[*]SC(=O)OCC(C)(C)COC(=O)SN1CC(C)N([*])CC1C,4.6543
2201,[*]NC(CCCNC(=O)c1ccc(F)cc1)C([*])=O,4.6548
2202,[*]CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc([*])o4)o3)o2)o1,4.6560000000000015
2203,[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,4.6561
2204,[*]CCN([*])C(=O)c1c(F)cc(F)cc1F,4.6565
2205,[*]OS(=O)(=O)c1ccc([*])cc1,4.6583
2206,[*]CCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O[*],4.6586
2207,[*]CCCCCCCCc1nc2cc(-c3ccc4oc([*])nc4c3)ccc2o1,4.6587
2208,[*]CC([*])C(=O)Oc1ccc(Cl)c(C)c1,4.6591
2209,[*]CC([*])SCCCC,4.6594
2210,[*]OC(C)COC(=O)c1cccc(C([*])=O)c1,4.6597
2211,[*]CC([*])c1ccc(C(=O)OC)cc1,4.6598
2212,[*]CCOCCOC(=O)c1cccc(C(=O)O[*])c1,4.6602
2213,[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,4.6608
2214,[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],4.6631
2215,[*]NC(CCC(=O)NCCCO)C([*])=O,4.6647
2216,[*]Oc1cccc(OC(=O)C2CC2C([*])=O)c1,4.6652
2217,[*]Oc1ccc(C(C)(CCC)c2ccc(OC([*])=O)cc2)cc1,4.6663
2218,[*]CCNC(=O)c1cccc(C(=O)N[*])c1,4.6675
2219,[*]CCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,4.6702
2220,[*]CCSC(=O)CCCCCCC(=O)S[*],4.6706
2221,[*]Oc1ccc(CCCCCCc2ccc(OC(=O)CCC([*])=O)cc2)cc1,4.671
2222,[*]CCCCOC(=O)c1ccc([Si](C)(C)c2ccc(C(=O)O[*])cc2)cc1,4.6724
2223,[*]ON(C(F)(F)F)C(F)(F)C(F)=C(F)C([*])(F)F,4.6748
2224,[*]C(=O)c1ccc(C(=O)N2CCN([*])CC2)cc1,4.6749
2225,[*]CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],4.6754
2226,C(F)(F)NC(F)(F)C(=O),4.6773
2227,[*]CCCOC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,4.6774
2228,[*]CC([*])c1cc(Br)ccc1OC(C)C,4.6823
2229,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,4.6825
2230,[*]Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc([*])cc2)cc1,4.6833
2231,[*]C(=O)NCCCCCCCCCCNC(=O)c1cncc([*])c1,4.6863
2232,[*]Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,4.6871
2233,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(C)c2)cc1C,4.6875
2234,[*]CCCNC(=O)c1ccc(C(=O)N[*])cc1,4.6883
2235,[*]Oc1ccc(C(C)(CCC#N)c2ccc(OC([*])=O)c(C)c2)cc1C,4.6886
2236,[*]CNC(=O)OCCOC(=O)NCc1ccc(C(C)(C)c2ccc([*])o2)o1,4.6893
2237,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCC2)cc1,4.691
2238,[*]c1ccc([*])c(CCCCCC)n1,4.6912
2239,[*]CCCCCCCCCCCCSC(=O)S[*],4.692
2240,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1,4.6926
2241,[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,4.6933
2242,[*]C(C=C1)=CC=C1OC(=S)O[*],4.6944
2243,[*]c1ccc(C2C(C(=O)OC)C([*])C2C(=O)OC)cc1,4.6965
2244,[*]C1C=C(CCCCCC)C([*])S1,4.6982
2245,[*]C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1[*],4.7012
2246,[*]CCCC(=O)OCCOC(=O)c1ccc(O[*])cc1,4.7014
2247,[*]C(C=C1)=CC=C1OC(S2)=CC=C2O[*],4.7023
2248,[*]CC(=O)OC(S1)=CC=C1[*],4.7036
2249,[*]CCOC(=O)Cc1ccc(C(=O)O[*])cc1,4.7045
2250,[*]Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC([*])=O)c(C)c2)cc1C,4.7046
2251,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)Cl)cc1,4.7047
2252,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,4.7049
2253,[*]c1ccc(C(C#N)(C(=O)OCCCC)C([*])(C#N)C(=O)OCCCC)cc1,4.7052
2254,[*]CCCCCCCCCCNC(C)=N[*],4.7056
2255,[*]C1C=CC(S([*])(=O)=O)C1,4.7063
2256,[*]CCC(=O)OC(=O)CCc1ccc([*])o1,4.7063
2257,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(C)c2)cc1C,4.707
2258,[*]Oc1ccc(CC(C#N)(Cc2ccc([*])cc2)c2ccccc2)cc1,4.7079
2259,[*]CC([*])n1ccnc1,4.7081
2260,[*]C(=O)CCN(C)CCN(C)CCC(=O)N1CCN([*])CC1,4.709
2261,[*]CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N[*])cc1,4.71
2262,[*]CC(OO[*])c1ccc(Br)cc1,4.7102
2263,[*]OC(=O)CCSCCSCCC([*])=O,4.7109
2264,[*]CC(OC(C)=O)C1C(=O)N(c2ccc(C)cc2)C(=O)C1([*])Cl,4.7114
2265,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CSCCSCC(=O)O[*],4.7116
2266,[*]CCCCCCNC(=O)C(=O)N[*],4.7126
2267,[*]CC=C(C)C(C)S([*])(=O)=O,4.7127
2268,[*]CCOC(=O)CCC(=O)OCCOC(=O)c1ccc(C(=O)O[*])cc1,4.7136
2269,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2CC3CCC2C3)cc1,4.7159
2270,[*]CCCCCCSC(=O)CCCCCCC(=O)S[*],4.718
2271,[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,4.7188
2272,[*]CCCCCCCCCCSSS[*],4.7227
2273,[*]CCN(Cc1ccccc1)C(=O)S[*],4.7252
2274,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(Cl)c2)cc1Cl,4.7294
2275,[*]CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc([*])o2)o1)c1ccco1,4.7297
2276,[*]Oc1ccc(C([*])=O)cc1CCCCCCCCCCCC,4.7301
2277,[*]CC([*])c1cc(C)cc(C)c1,4.7319
2278,[*]CC(O)COc1ccc(O[*])cc1,4.7330000000000005
2279,[*]CC(=O)C([*])C,4.7333
2280,[*]CCCCOC(=O)C=CC(=O)O[*],4.7363
2281,[*]CC(CO[*])(CSC(C)C)CSC(C)C,4.7366
2282,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1,4.738
2283,[*]CCSC(=O)CCCCCCCCC(=O)S[*],4.7383
2284,[*]NC(=O)NCCCCCCNC(=O)Nc1cccc([*])n1,4.7392
2285,[*]OC(=O)c1ccc(CCCCc2ccc(C([*])=O)cc2)cc1,4.7395
2286,[*]NNC(=O)c1cccc(C(=O)NNC(=O)C2CCC(C([*])=O)CC2)c1,4.7395
2287,[*]CCOC(=O)C=CC(=O)O[*],4.7397
2288,[*]CC([*])C1=NCCN1,4.7412
2289,[*]CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N[*],4.7428
2290,[*]NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC([*])=O)c1,4.7432
2291,[*]c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC([*])CC5)nc4c3)ccc2o1,4.7439
2292,[*]c1ccc([*])c(OC)c1N,4.7443
2293,[*]CC(CC([*])(C#N)C#N)c1ccc(Cl)cc1,4.7449
2294,[*]CC(C)(C)C1C(=O)N(c2ccccc2C)C(=O)C1[*],4.7453
2295,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,4.746
2296,[*]CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O[*])c1,4.7494
2297,[*]Oc1c(C)cc([*])cc1C(C)CCCCCCCC,4.7507
2298,[*]CCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,4.7508
2299,[*]Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC([*])=O)cc2Cl)c(Cl)c1,4.7509
2300,[*]CNOC(C=C1)=CC=C1[*],4.7514
2301,[*]CC(CO[*])(CSCC)CSCC,4.7532
2302,[*]CC(CO[*])(COc1ccccc1)COc1ccccc1,4.7533
2303,[*]CCCP(CCCNC(=O)CCCCCCCCC(=O)N[*])c1ccccc1,4.7536
2304,[*]CCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,4.7571
2305,[*]Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC([*])=O)c(Br)c2)cc1Br,4.7586
2306,[*]CCC(C)(C)CC(C)CNC(=O)c1ccc(C(=O)N[*])cc1,4.7589
2307,[*]CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC([*])CC2)CC1,4.759
2308,[*]CC([*])c1ccc(C)nc1,4.7592
2309,[*]CC([*])C(=O)Nc1ccccc1Cl,4.7629
2310,[*]C=CCC(C[*])(c1ccccc1)c1ccccc1,4.7635
2311,[*]CCCC(S1)=CC=C1[*],4.7653
2312,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)C3CCC(C([*])=O)CC3)cc2)cc1,4.7657
2313,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1C,4.7674
2314,[*]CC([*])C(=O)OCCSCC,4.7676
2315,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(CC)c2)cc1CC,4.7687
2316,[*]CCCN([*])C,4.769
2317,[*]Oc1ccc(CC([*])=O)cc1,4.7696
2318,[*]CC1CCCC(CNC(=O)c2cccc(C(=O)N[*])c2)C1,4.7723
2319,[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCC)cc1,4.7724
2320,[*]CCCCCCOc1ccc(C(C)(C)c2ccc(O[*])cc2)cc1,4.7729
2321,[*]C(=O)C=C(C)C(=O)N1CCN([*])CC1,4.7733
2322,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,4.7735
2323,[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,4.7739
2324,[*]CCCOC(=O)c1ccc(C(=O)O[*])cc1,4.775
2325,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCc3ccccc32)cc1,4.7779
2326,[*]CC(F)(F)C(F)=C([*])Cl,4.7787
2327,[*]CCc1cc(Cl)c([*])cc1Cl,4.7791
2328,[*]Oc1ccc(NC(=O)NCCCCCCNC([*])=O)cc1C,4.7799
2329,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,4.7831
2330,[*]c1ccc(C(F)(F)C([*])(F)F)cc1,4.7832
2331,[*]CC([*])C(=O)OCCCCSC,4.7854
2332,[*]CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O[*])c2)CC1,4.7856
2333,[*]CNCC(=O)[*],4.7857
2334,[*]CCC(=O)OC(=O)CCc1ccc([*])s1,4.7868
2335,[*]COC(=S)O[*],4.7874
2336,[*]NC(=O)OC(C=C1)=CC=C1[*],4.7908
2337,[*]CCCNC(=O)CCCCC(=O)NCCCN([*])C,4.7916
2338,[*]Cc1ccc(CSC(=O)NCCCCCCNC(=O)S[*])cc1,4.7918
2339,[*]CC#CC#CCOC(=O)CCC(=O)O[*],4.7928
2340,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,4.7943
2341,[*]Nc1cccc(NC(=O)CCCCCCCCC([*])=O)c1,4.7951
2342,[*]Oc1c(Cl)cc(C2(c3cc(Cl)c(OC([*])=O)c(Cl)c3)CC3CCC2C3)cc1Cl,4.7964
2343,[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,4.7967
2344,[*]NNC(=O)c1ccc(C([*])=O)cc1,4.797
2345,[*]CC([*])C(=O)NCCO,4.7977
2346,[*]NC(CSSCc1ccccc1)C([*])=O,4.7992
2347,[*]Nc1ccccc1NC(=O)CCCCCCCCC([*])=O,4.8005
2348,[*]CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O[*])cc1,4.8023
2349,[*]CCNC(=O)c1ccc(O[*])cc1,4.8032
2350,[*]OC(CC([*])=O)C1CCC=CO1,4.8038
2351,[*]CC([*])c1ccccc1C(=O)OC,4.8063
2352,[*]c1ccc(C2C(C#N)(C(=O)OCCC)C([*])C2(C#N)C(=O)OCCC)cc1,4.8078
2353,[*]Oc1ccc(C(CCC)(CCC)c2ccc(OC([*])=O)cc2)cc1,4.8089
2354,[*]CC(SS[*])c1ccccc1,4.8143
